match_id,batting_team,bowling_team,target,batting_historical_win_ratio,bowling_historical_win_ratio,head_to_head_ratio,batting_recent_form,bowling_recent_form,elo_difference,batting_player_strength,bowling_player_strength
66386,New Zealand,Australia,262,0.46153846153846156,0.8260869565217391,0.0,0.6,0.6,-94.3636196795444,0.4932099228756983,0.522428055915684
64914,Bangladesh,India,246,0.0,0.56,0.5,0.0,0.6,-232.69791592067463,0.26647894932724653,0.5523105300842184
64917,Bangladesh,India,349,0.0,0.5769230769230769,0.5,0.0,0.6,-245.98364510733904,0.28730533355533355,0.47678373199472945
65659,Pakistan,West Indies,274,0.5384615384615384,0.6666666666666666,0.0,0.6,0.6,-34.42175783471953,0.4413385105626485,0.48233462875508326
65661,Australia,Pakistan,164,0.8333333333333334,0.5384615384615384,1.0,0.6,0.6,134.083341689882,0.4632013650471567,0.4852777052049756
64919,Bangladesh,Zimbabwe,238,0.0,0.16666666666666666,0.0,0.0,0.0,-43.75327959661081,0.3342073388964836,0.4056189375029501
65662,West Indies,Australia,270,0.5714285714285714,0.8333333333333334,0.5,0.6,0.6,-144.93617140120386,0.45294290443619084,0.4099036713382593
64922,England,South Africa,78,0.4090909090909091,0.3,0.0,0.8,0.2,84.42224385385566,0.5389503060125342,0.47192283327804807
65664,Pakistan,Australia,266,0.5185185185185185,0.84,0.0,0.4,0.6,-163.99989873861728,0.5272922653028463,0.5126065701197617
64923,Bangladesh,Zimbabwe,199,0.0,0.21052631578947367,0.0,0.0,0.2,-71.74462219579164,0.3030123475009839,0.41440506351936834
65665,West Indies,Pakistan,308,0.5714285714285714,0.5185185185185185,0.0,0.6,0.4,-23.348555446862747,0.48761438816611236,0.48417028983561244
65666,Pakistan,Australia,238,0.5357142857142857,0.8076923076923077,0.0,0.6,0.4,-102.99871485234121,0.44256303822371057,0.48469834730976036
64925,South Africa,England,268,0.2727272727272727,0.4090909090909091,0.0,0.0,0.8,-108.79616805827641,0.48826767676767685,0.45273999015573035
64926,England,South Africa,292,0.391304347826087,0.2727272727272727,0.0,0.6,0.0,67.09084118290616,0.4610453802733215,0.4658347078169733
64927,England,South Africa,312,0.391304347826087,0.3333333333333333,0.0,0.6,0.2,28.987223853053592,0.47746153997314983,0.486599725208915
64929,South Africa,England,241,0.38461538461538464,0.391304347826087,0.4,0.4,0.6,5.676420550848661,0.5299927557620245,0.5089575084862259
64932,Zimbabwe,South Africa,302,0.2,0.38461538461538464,0.0,0.2,0.4,-222.50215556340186,0.44561446886446887,0.5515436334498836
64933,New Zealand,Australia,265,0.46153846153846156,0.8148148148148148,0.0,0.6,0.6,-126.03555818831433,0.4985414158000365,0.466835044707672
64934,Zimbabwe,South Africa,330,0.2,0.42857142857142855,0.0,0.2,0.6,-236.4163802487758,0.35368204711954715,0.582685681160745
64935,Australia,New Zealand,234,0.8214285714285714,0.46153846153846156,0.75,0.8,0.6,146.91100283530227,0.48734919673960075,0.512908071460703
